Date,Open,High,Low,Close,Adj Close,Volume
2015-09-30,27.542500,27.885000,27.182501,27.575001,25.250528,265892000
2015-10-01,27.267500,27.405001,26.827499,27.395000,25.085701,255716400
2015-10-02,27.002501,27.752501,26.887501,27.594999,25.268841,232079200
2015-10-05,27.469999,27.842501,27.267500,27.695000,25.360413,208258800
2015-10-06,27.657499,27.934999,27.442499,27.827499,25.481743,192787200
2015-10-07,27.934999,27.942499,27.352501,27.695000,25.360413,187062400
2015-10-08,27.547501,27.547501,27.052500,27.375000,25.067389,247918400
2015-10-09,27.500000,28.070000,27.372499,28.030001,25.667171,211064400
2015-10-12,28.182501,28.187500,27.860001,27.900000,25.548130,121868800
2015-10-13,27.705000,28.112499,27.670000,27.947500,25.591629,132197200
2015-10-14,27.822500,27.879999,27.389999,27.552500,25.229925,177849600
2015-10-15,27.732500,28.025000,27.622499,27.965000,25.607651,150694000
2015-10-16,27.945000,28.000000,27.632500,27.760000,25.419930,156930400
2015-10-19,27.700001,27.937500,27.527500,27.932501,25.577892,119036800
2015-10-20,27.834999,28.542500,27.705000,28.442499,26.044899,195871200
2015-10-21,28.500000,28.895000,28.424999,28.440001,26.042612,167180800
2015-10-22,28.582500,28.875000,28.525000,28.875000,26.440941,166616400
2015-10-23,29.174999,29.807501,29.082500,29.770000,27.260496,237467600
2015-10-26,29.520000,29.532499,28.730000,28.820000,26.390577,265335200
2015-10-27,28.850000,29.135000,28.497499,28.637501,26.223465,279537600
2015-10-28,29.232500,29.825001,29.014999,29.817499,27.303988,342205600
2015-10-29,29.674999,30.172501,29.567499,30.132500,27.592438,204909200
2015-10-30,30.247499,30.305000,29.862499,29.875000,27.356649,197461200
2015-11-02,30.200001,30.340000,29.902500,30.295000,27.741245,128813200
2015-11-03,30.197500,30.872499,30.174999,30.642500,28.059452,182076000
2015-11-04,30.782499,30.955000,30.405001,30.500000,27.928959,179544400
2015-11-05,30.462500,30.672501,30.045000,30.230000,27.800213,158210800
2015-11-06,30.277500,30.452499,30.155001,30.264999,27.832399,132169200
2015-11-09,30.240000,30.452499,30.012501,30.142500,27.719746,135485600
2015-11-10,29.225000,29.517500,29.014999,29.192499,26.846100,236511600
2015-11-11,29.092501,29.355000,28.802500,29.027500,26.694366,180872000
2015-11-12,29.065001,29.205000,28.912500,28.930000,26.604700,130102400
2015-11-13,28.799999,28.892500,28.067499,28.084999,25.827618,183249600
2015-11-16,27.844999,28.559999,27.750000,28.545000,26.250647,152426800
2015-11-17,28.730000,28.762501,28.330000,28.422501,26.137989,110467600
2015-11-18,28.940001,29.372499,28.875000,29.322500,26.965651,186698800
2015-11-19,29.410000,29.937500,29.190001,29.695000,27.308214,173183200
2015-11-20,29.799999,29.980000,29.712500,29.825001,27.427765,137148400
2015-11-23,29.817499,29.932501,29.334999,29.437500,27.071409,129930000
2015-11-24,29.332500,29.837500,29.280001,29.719999,27.331209,171212800
2015-11-25,29.802500,29.807501,29.480000,29.507500,27.135788,85553200
2015-11-27,29.572500,29.602501,29.400000,29.452499,27.085203,52185600
2015-11-30,29.497499,29.852501,29.437500,29.575001,27.197859,156721200
2015-12-01,29.687500,29.702499,29.215000,29.334999,26.977146,139409600
2015-12-02,29.334999,29.527500,29.020000,29.070000,26.733440,133546400
2015-12-03,29.137501,29.197500,28.555000,28.799999,26.485153,166278000
2015-12-04,28.822500,29.812500,28.777500,29.757500,27.365686,231108000
2015-12-07,29.745001,29.965000,29.452499,29.570000,27.193254,128336800
2015-12-08,29.379999,29.650000,29.215000,29.557501,27.181767,137238000
2015-12-09,29.410000,29.422501,28.770000,28.905001,26.581711,185445600
2015-12-10,29.010000,29.235001,28.877501,29.042500,26.708158,116850800
2015-12-11,28.797501,28.847500,28.212500,28.295000,26.020735,187544800
2015-12-14,28.045000,28.170000,27.447500,28.120001,25.859804,257274800
2015-12-15,27.985001,28.200001,27.587500,27.622499,25.402292,213292400
2015-12-16,27.767500,27.997499,27.200001,27.834999,25.597713,224954000
2015-12-17,28.004999,28.062500,27.245001,27.245001,25.055136,179091200
2015-12-18,27.227501,27.379999,26.452499,26.507500,24.376913,385813200
2015-12-21,26.820000,26.842501,26.392500,26.832500,24.675797,190362400
2015-12-22,26.850000,26.930000,26.612499,26.807501,24.652803,131157600
2015-12-23,26.817499,27.212500,26.799999,27.152500,24.970070,130629600
2015-12-24,27.250000,27.250000,26.987499,27.007500,24.836725,54281600
2015-12-28,26.897499,26.922501,26.545000,26.705000,24.558538,106816800
2015-12-29,26.740000,27.357500,26.715000,27.184999,24.999960,123724800
2015-12-30,27.145000,27.174999,26.795000,26.830000,24.673494,100855200
2015-12-31,26.752501,26.757500,26.205000,26.315001,24.199883,163649200
2016-01-04,25.652500,26.342501,25.500000,26.337500,24.220577,270597600
2016-01-05,26.437500,26.462500,25.602501,25.677500,23.613628,223164000
2016-01-06,25.139999,25.592501,24.967501,25.174999,23.151520,273829600
2016-01-07,24.670000,25.032499,24.107500,24.112499,22.174417,324377600
2016-01-08,24.637501,24.777500,24.190001,24.240000,22.291668,283192000
2016-01-11,24.742500,24.764999,24.334999,24.632500,22.652622,198957600
2016-01-12,25.137501,25.172501,24.709999,24.990000,22.981384,196616800
2016-01-13,25.080000,25.297501,24.325001,24.347500,22.390530,249758400
2016-01-14,24.490000,25.120001,23.934999,24.879999,22.880224,252680400
2016-01-15,24.049999,24.427500,23.840000,24.282499,22.330753,319335600
2016-01-19,24.602501,24.662500,23.875000,24.165001,22.222694,212350800
2016-01-20,23.775000,24.547501,23.355000,24.197500,22.252579,289337600
2016-01-21,24.264999,24.469999,23.735001,24.075001,22.139931,208646000
2016-01-22,24.657499,25.365000,24.592501,25.355000,23.317047,263202000
2016-01-25,25.379999,25.382500,24.802500,24.860001,22.861834,207178000
2016-01-26,24.982500,25.219999,24.517500,24.997499,22.988281,300308000
2016-01-27,24.010000,24.157499,23.334999,23.355000,21.477797,533478800
2016-01-28,23.447500,23.629999,23.097500,23.522499,21.631840,222715200
2016-01-29,23.697500,24.334999,23.587500,24.334999,22.379034,257666000
2016-02-01,24.117500,24.177500,23.850000,24.107500,22.169821,163774000
2016-02-02,23.855000,24.010000,23.570000,23.620001,21.721506,149428800
2016-02-03,23.750000,24.209999,23.520000,24.087500,22.151428,183857200
2016-02-04,23.965000,24.332500,23.797501,24.150000,22.329414,185886800
2016-02-05,24.129999,24.230000,23.422501,23.504999,21.733038,185672400
2016-02-08,23.282499,23.924999,23.260000,23.752501,21.961880,216085600
2016-02-09,23.572500,23.985001,23.482500,23.747499,21.957251,177324800
2016-02-10,23.980000,24.087500,23.525000,23.567499,21.790825,169374400
2016-02-11,23.447500,23.680000,23.147499,23.424999,21.659067,200298800
2016-02-12,23.547501,23.625000,23.252501,23.497499,21.726105,161405600
2016-02-16,23.754999,24.212500,23.652500,24.160000,22.338665,196231600
2016-02-17,24.167500,24.552500,24.037500,24.530001,22.680765,179452800
2016-02-18,24.709999,24.722500,24.022499,24.065001,22.250822,156084000
2016-02-19,24.000000,24.190001,23.950001,24.010000,22.199968,141496800
2016-02-22,24.077499,24.225000,23.980000,24.219999,22.394135,137123200
2016-02-23,24.100000,24.125000,23.637501,23.672501,21.887913,127770400
2016-02-24,23.495001,24.094999,23.330000,24.025000,22.213835,145022800
2016-02-25,24.012501,24.190001,23.812500,24.190001,22.366396,110330800
2016-02-26,24.299999,24.504999,24.145000,24.227501,22.401072,115964400
2016-02-29,24.215000,24.557501,24.162500,24.172501,22.350214,140865200
2016-03-01,24.412500,25.192499,24.355000,25.132500,23.237844,201628400
2016-03-02,25.127501,25.222500,24.910000,25.187500,23.288704,132678400
2016-03-03,25.145000,25.427500,25.112499,25.375000,23.462069,147822800
2016-03-04,25.592501,25.937500,25.342501,25.752501,23.811104,184220400
2016-03-07,25.597500,25.707500,25.240000,25.467501,23.547590,143315600
2016-03-08,25.195000,25.440001,25.100000,25.257500,23.353422,126247600
2016-03-09,25.327499,25.395000,25.067499,25.280001,23.374226,108806800
2016-03-10,25.352501,25.559999,25.037500,25.292500,23.385780,134054400
2016-03-11,25.559999,25.570000,25.375000,25.565001,23.637741,109632800
2016-03-14,25.477501,25.727501,25.445000,25.629999,23.697842,100304400
2016-03-15,25.990000,26.295000,25.962500,26.145000,24.174017,160270800
2016-03-16,26.152500,26.577499,26.147499,26.492500,24.495319,153214000
2016-03-17,26.379999,26.617500,26.240000,26.450001,24.456026,137682800
2016-03-18,26.584999,26.625000,26.297501,26.480000,24.483763,176820800
2016-03-21,26.482500,26.912500,26.285000,26.477501,24.481453,142010800
2016-03-22,26.312500,26.822500,26.302500,26.680000,24.668690,129777600
2016-03-23,26.620001,26.767500,26.475000,26.532499,24.532303,102814000
2016-03-24,26.367500,26.562500,26.222500,26.417500,24.425972,104532000
2016-03-28,26.500000,26.547501,26.264999,26.297501,24.315023,77645600
2016-03-29,26.222500,26.947500,26.219999,26.920000,24.890591,124760400
2016-03-30,27.162500,27.605000,27.150000,27.389999,25.325161,182404400
2016-03-31,27.430000,27.475000,27.219999,27.247499,25.193401,103553600
2016-04-01,27.195000,27.500000,27.049999,27.497499,25.424557,103496000
2016-04-04,27.605000,28.047501,27.567499,27.780001,25.685759,149424800
2016-04-05,27.377501,27.682501,27.355000,27.452499,25.382946,106314800
2016-04-06,27.557501,27.745001,27.299999,27.740000,25.648771,105616400
2016-04-07,27.487499,27.605000,27.030001,27.135000,25.089390,127207600
2016-04-08,27.227501,27.442499,27.042500,27.165001,25.117123,94326800
2016-04-11,27.242500,27.652500,27.207500,27.254999,25.200338,117630000
2016-04-12,27.334999,27.625000,27.165001,27.610001,25.528574,108929200
2016-04-13,27.700001,28.084999,27.700001,28.010000,25.898428,133029200
2016-04-14,27.905001,28.097500,27.832500,28.025000,25.912289,101895600
2016-04-15,28.027500,28.075001,27.432501,27.462500,25.392197,187756000
2016-04-18,27.222500,27.237499,26.735001,26.870001,24.844362,243286000
2016-04-19,26.969999,27.000000,26.557501,26.727501,24.712606,129539600
2016-04-20,26.660000,27.022499,26.514999,26.782499,24.763456,122444000
2016-04-21,26.732500,26.732500,26.379999,26.492500,24.495319,126210000
2016-04-22,26.252501,26.620001,26.155001,26.420000,24.428289,134732400
2016-04-25,26.250000,26.412500,26.127501,26.270000,24.289593,112126400
2016-04-26,25.977501,26.325001,25.977501,26.087500,24.120852,224064800
2016-04-27,24.000000,24.677500,23.920000,24.455000,22.611422,458408400
2016-04-28,24.402500,24.469999,23.562500,23.707500,21.920273,328970800
2016-04-29,23.497499,23.680000,23.127501,23.434999,21.668312,274126000
2016-05-02,23.492500,23.520000,23.100000,23.410000,21.645205,192640400
2016-05-03,23.549999,23.934999,23.420000,23.795000,22.001181,227325200
2016-05-04,23.799999,23.975000,23.455000,23.547501,21.772333,164102000
2016-05-05,23.500000,23.517500,23.170000,23.309999,21.683962,143562000
2016-05-06,23.342501,23.362499,22.962500,23.180000,21.563026,174799600
2016-05-09,23.250000,23.442499,23.147499,23.197500,21.579311,131745600
2016-05-10,23.332500,23.392500,23.027500,23.355000,21.725817,134747200
2016-05-11,23.370001,23.392500,23.115000,23.127501,21.514191,114876400
2016-05-12,23.180000,23.195000,22.367500,22.584999,21.009531,305258800
2016-05-13,22.500000,22.917500,22.500000,22.629999,21.051392,177571200
2016-05-16,23.097500,23.597500,22.912500,23.469999,21.832796,245039200
2016-05-17,23.637501,23.674999,23.252501,23.372499,21.742100,187667600
2016-05-18,23.540001,23.802500,23.472500,23.639999,21.990942,168249600
2016-05-19,23.660000,23.660000,23.392500,23.549999,21.907217,121768400
2016-05-20,23.660000,23.857500,23.629999,23.805000,22.144434,128104000
2016-05-23,23.967501,24.297501,23.917500,24.107500,22.425835,152074400
2016-05-24,24.305000,24.522499,24.209999,24.475000,22.767696,140560800
2016-05-25,24.667500,24.934999,24.527500,24.905001,23.167700,152675200
2016-05-26,24.920000,25.182501,24.660000,25.102501,23.351419,225324800
2016-05-27,24.860001,25.117500,24.812500,25.087500,23.337471,145364800
2016-05-31,24.900000,25.100000,24.705000,24.965000,23.223509,169228800
2016-06-01,24.754999,24.885000,24.582500,24.615000,22.897926,116693200
2016-06-02,24.400000,24.459999,24.157499,24.430000,22.725834,160766400
2016-06-03,24.447500,24.567499,24.362499,24.480000,22.772341,114019600
2016-06-06,24.497499,25.472500,24.387501,24.657499,22.937462,93170000
2016-06-07,24.812500,24.967501,24.740000,24.757500,23.030487,89638000
2016-06-08,24.754999,24.889999,24.670000,24.735001,23.009556,83392400
2016-06-09,24.625000,24.997499,24.615000,24.912500,23.174673,106405600
2016-06-10,24.632500,24.837500,24.620001,24.707500,22.983974,126851600
2016-06-13,24.672501,24.780001,24.275000,24.334999,22.637463,152082000
2016-06-14,24.330000,24.620001,24.187500,24.365000,22.665369,127727600
2016-06-15,24.455000,24.602501,24.257500,24.285000,22.590944,117780800
2016-06-16,24.112499,24.437500,24.017500,24.387501,22.686296,125307200
2016-06-17,24.155001,24.162500,23.825001,23.832500,22.170015,244032800
2016-06-20,24.000000,24.142500,23.757500,23.775000,22.116528,137647600
2016-06-21,23.735001,24.087500,23.670000,23.977501,22.304901,142185600
2016-06-22,24.062500,24.222500,23.837500,23.887501,22.221176,116876400
2016-06-23,23.985001,24.072500,23.812500,24.025000,22.349083,128960800
2016-06-24,23.227501,23.665001,23.162500,23.350000,21.721172,301245600
2016-06-27,23.250000,23.262501,22.875000,23.010000,21.404886,181958400
2016-06-28,23.225000,23.415001,23.035000,23.397499,21.765360,161779600
2016-06-29,23.492500,23.637501,23.407499,23.600000,21.953732,146124000
2016-06-30,23.610001,23.942499,23.575001,23.900000,22.232805,143345600
2016-07-01,23.872499,24.117500,23.832500,23.972500,22.300245,104106000
2016-07-05,23.847500,23.850000,23.615000,23.747499,22.090939,110820800
2016-07-06,23.650000,23.915001,23.592501,23.882500,22.216524,123796400
2016-07-07,23.924999,24.125000,23.905001,23.985001,22.311872,100558400
2016-07-08,24.122499,24.222500,24.012501,24.170000,22.483969,115648400
2016-07-11,24.187500,24.412500,24.182501,24.245001,22.553732,95179600
2016-07-12,24.292500,24.424999,24.280001,24.355000,22.656065,96670000
2016-07-13,24.352501,24.417500,24.209999,24.217501,22.528160,103568800
2016-07-14,24.347500,24.747499,24.330000,24.697500,22.974672,155676000
2016-07-15,24.730000,24.825001,24.625000,24.695000,22.972345,120548000
2016-07-18,24.674999,25.032499,24.650000,24.957500,23.216537,145975600
2016-07-19,24.889999,25.000000,24.834999,24.967501,23.225842,95119600
2016-07-20,25.000000,25.115000,24.934999,24.990000,23.246771,105104000
2016-07-21,24.957500,25.250000,24.782499,24.857500,23.123510,130808000
2016-07-22,24.815001,24.825001,24.577499,24.665001,22.944443,113254800
2016-07-25,24.562500,24.709999,24.230000,24.334999,22.637463,161531600
2016-07-26,24.205000,24.492500,24.105000,24.167500,22.481644,224959200
2016-07-27,26.067499,26.087500,25.687500,25.737499,23.942123,369379200
2016-07-28,25.707500,26.112499,25.705000,26.084999,24.265383,159479200
2016-07-29,26.047501,26.137501,25.920000,26.052500,24.235147,110934800
2016-08-01,26.102501,26.537500,26.102501,26.512501,24.663063,152671600
2016-08-02,26.512501,26.517500,26.000000,26.120001,24.297945,135266400
2016-08-03,26.202499,26.459999,26.192499,26.447500,24.602598,120810400
2016-08-04,26.395000,26.500000,26.320000,26.467501,24.754578,109634800
2016-08-05,26.567499,26.912500,26.545000,26.870001,25.131031,162213600
2016-08-08,26.879999,27.092501,26.790001,27.092501,25.339130,112148800
2016-08-09,27.057501,27.235001,27.002501,27.202499,25.442011,105260800
2016-08-10,27.177500,27.225000,26.940001,27.000000,25.252619,96034000
2016-08-11,27.129999,27.232500,26.962500,26.982500,25.236252,109938000
2016-08-12,26.945000,27.110001,26.945000,27.045000,25.294708,74641600
2016-08-15,27.035000,27.385000,27.020000,27.370001,25.598671,103472800
2016-08-16,27.407499,27.557501,27.302500,27.344999,25.575289,135177600
2016-08-17,27.275000,27.342501,27.084999,27.305000,25.537878,101424000
2016-08-18,27.307501,27.400000,27.254999,27.270000,25.505148,87938800
2016-08-19,27.192499,27.422501,27.090000,27.340000,25.570614,101472400
2016-08-22,27.215000,27.275000,26.962500,27.127501,25.371870,103280800
2016-08-23,27.147499,27.330000,27.132500,27.212500,25.451365,85030800
2016-08-24,27.142500,27.187500,26.920000,27.007500,25.259632,94700400
2016-08-25,26.847500,26.969999,26.670000,26.892500,25.152073,100344800
2016-08-26,26.852501,26.987499,26.577499,26.735001,25.004772,111065200
2016-08-29,26.655001,26.860001,26.572500,26.705000,24.976709,99881200
2016-08-30,26.450001,26.625000,26.375000,26.500000,24.784975,99455600
2016-08-31,26.415001,26.642500,26.410000,26.525000,24.808361,118649600
2016-09-01,26.535000,26.700001,26.405001,26.682501,24.955666,106806000
2016-09-02,26.924999,27.000000,26.705000,26.932501,25.189489,107210000
2016-09-06,26.975000,27.075001,26.877501,26.924999,25.182472,107521600
2016-09-07,26.957500,27.190001,26.767500,27.090000,25.336792,169457200
2016-09-08,26.812500,26.817499,26.309999,26.379999,24.672745,212008000
2016-09-09,26.160000,26.430000,25.782499,25.782499,24.113909,186228000
2016-09-12,25.662500,26.430000,25.632500,26.360001,24.654041,181171200
2016-09-13,26.877501,27.197500,26.809999,26.987499,25.240923,248704800
2016-09-14,27.182501,28.257500,27.150000,27.942499,26.134121,443554800
2016-09-15,28.465000,28.932501,28.372499,28.892500,27.022644,359934400
2016-09-16,28.780001,29.032499,28.510000,28.730000,26.870653,319547600
2016-09-19,28.797501,29.045000,28.312500,28.395000,26.557339,188092000
2016-09-20,28.262501,28.530001,28.127501,28.392500,26.554995,138057200
2016-09-21,28.462500,28.497499,28.110001,28.387501,26.550329,144012800
